sentiment,text,label
positive,"This phone is excellent.
I'm a student of mechanical engineering and this phone is awesome for doing daily studies and many more in this phone.
Nice user interface.
Good camera quality.
Good battery backup.
The more fascinating thing about this phone is that it has FHD+ display compared to any other phones available at this price.
Also it charges 80 in 1.5 hours...
Best phone at this price..
Just go blindly for it.....
Camera Quality is good,
Battery Backup for Simple Tasks is best,
FHD+ display means better picture quality,,
Overall Build quality is also good.

Some Flaps in slowmotion videos at night because of traditional AC lamps that flicker at 50Hz....",2
positive,awesome switched from iphone to one plus and loving it,2
negative, i miss you SO much-o,0
neutral,"phone was quite good and battery performance, display quality, type c port its just amazing but the down side of this phone is its processor, camera quality is not good enough and the fingerprint scanner little bit slower than other phones in This range..",1
positive,"The agreement was signed with Biohit Healthcare Ltd , the UK-based subsidiary of Biohit Oyj , a Finnish public company which develops , manufactures and markets liquid handling products and diagnostic test systems .",2
neutral,Network signal is very poor and slow compared with earlier lower  versions,1
negative,"Oops, they don`t open until 9am",0
positive,Nice product,2
positive,"Just wow!!
i received the package in 3 days of ordering.. Very well packed,, thanks to the courier partner..
Now coming to the specs of the phone.. The phone is just awesome & it goves brilliant outcomes.. The camera is fantastic, just wow... I just loved it.. I was lucky enough to get an 8 gb+ 128 gb variant by exchanging my redmi note 6 pro & paying more 12.4k.. The processor is on another level.. No wonder redmi gives a tough competition to any other smartphones in todays market.. I play high end games at high graphics & frame rate is just awesome.. I get 60 fps at highest speed anyone could ever imagine..the best smartphone in the market.The camera has too many modes including portrait,,panorama, night mode & pro modes respectively.. The video also got some cool features such as slow motion,, super slow motion & short videos.. But you cannot expect video cordings at higher frame rates & also it applies to the slow & super slow motion..
All in all a great smartphone for gaming, camera & processor.. Thanks amazon",2
positive,Good,2
neutral,battery is gud but camera quality not bette and fingerprint scanner is slow,1
positive,Awesome phone...,2
positive, heyyy you ALWAYS look nice  wanna come to my friend`s party? its june 8th long weekend in sydney,2
neutral, it would be so fun.  too much to do.  not enough time or money.,1
neutral,Bad product,1
positive,Using this device for a while now. Camera is no doubtly good.Due to 90hz panel the experience you get is amazing on this device.Battery gets fully juiced up in aprrox 54mins and also lasts upto 5h30mins on 90hz refresh rate. #But OP should provide Type C to 3.5mm jack converter in the box.,2
negative,Fine,0
neutral,"Finger print reader is very slow, and at times requires multiple attempts. For such a prompt phone they could have given a dedicated hardware.
Also battery life is very low, they could have provided a battery with longer life.
And Why is the fm radio disabled? Defies all logic, even medium range phones with snap dragon 655 etc.. have it enabled.",1
positive,I got this phone for my family member. They like to have one with longer battery life and with 5000mh battery it give good backup.,2
negative,"Very very very very very very Bad phone
Hanging, battery, and freeze issue",0
neutral,Great battery life but avg camera,1
negative,"Very bad product from Samsung.
Over hanging for every call and very slow to open any app",0
positive,Samsung handset always very very good service...,2
positive,Very good phone in this price range. No hardware or software issues no hanging compared to mi phones. Good camera.,2
neutral,old mi4i very nice look. but tis looking as chep plastic body,1
neutral,"Camera doesn't meet the expectations.so do not buy it for the camera. ok type but there are better options available at this price range.
I bought it on exchange for redmi note 7pro but not so satisfied.little expensive should at a price range of 12-13thousand bugs.alexa is good.",1
positive,"This phone is getting heated while charging and after using for 1 hour only without playing games , battery consumption is more. Camera quality is super specially night mode. Within 3 days it got hanged twice. I was using OnePlus 5 since 2 yrs it was a good phone with battery backup of one day without charging and with continuous use. It never gets heated even after using it continuously nor during charging too. I thought I should update my pH now to new one but the decision was not satisfactory for me.",2
positive,Good,2
positive,Mast phone hai,2
positive,Value for money,2
positive,Everithing is fine,2
neutral,Worst Camera 48MegPixel is not upto the mark.,1
neutral,Very good,1
positive,Good,2
negative,"Oh and thank alllll of you who put me in ur Follow Friday!!  to all of my new followers I usually do it, but today...I`m just too tired!",0
neutral,Heavy weight phone. Camera quality not satisfactory.,1
negative,"I purchased a samsung M31 on 11 th mar 2020 ,it had heating issues on the upper part of the screen,I have talked to the  customer care regarding this issue,,they told download blancco app,but it is not working properly,I cannot get my money  ,waste of product ,do not buy again ,very disappointed  this kind of experience,mobile inspection  service technician did not came as per confirmation  customer  care,",0
neutral,Starting it was working very good then some errors in WiFi like blank then I have to reboot it then fine,1
neutral,I am having a pretty good time at work talking **** with one on  the gymnastics gils,1
positive,Want a Budget phone? go for it. But it's not that of a powerful phone you would buy,2
negative,Got a defected product,0
neutral,Headphone jack gone and if i plan to use a Bluetooth headset ahhh...only 3000 mah battery drains fast and pubg lovers 1 hr game =50% battery,1
positive,"I used it for couples of week now.
Screen - best
Battery- best
Performance-best but chance something better . But not a issue.
Camera- disappointed not like 48 MEGA PIXELS.
Overall - good 🤘👍👍👍",2
